,attachments,author_id,created_at,id,text,category,retweet_count,reply_count,like_count,quote_count,edit_history_tweet_ids
10,{'media_keys': ['3_1566456112144355328']},1.52245631128732e+18,2022-09-04 16:00:16+00:00,1.56645611672411e+18,前も言ったけれど大手町の地下街にあるみずほのATMコーナーはかなりインパクトあって好き https://t.co/Rnas6jErRw,3.0,0.0,0.0,5.0,0.0,
11,,1.55684974897533e+18,2022-09-04 15:59:48+00:00,1.56645600222423e+18,"RT @magmag_mokuren: 【譲渡】ヒロアカ スナップマイド

譲）画像1～6枚目

求）1枚90円+送料

郵送のみ。
ゆうちょ/みずほ振込のみ。

画像7枚目の条件をお読みの上、お声掛けください。
お返事にはお時間を頂く場合がございます。 https://t.c…",0.0,26.0,0.0,0.0,0.0,
12,,1.10319364754827e+18,2022-09-04 15:59:12+00:00,1.56645585132956e+18,中に何も入ってない大事な紙袋を駅前のみずほのATM(あと2分で閉まる)に置いてきました 不注意出てるよ〜,3.0,0.0,0.0,3.0,0.0,
13,,317604699.0,2022-09-04 15:58:59+00:00,1.56645579357019e+18,"RT @mizuhobank: みずほ銀行をかたり個人情報を入力させるメール・ショートメッセージ（SMS）が数多く出回っています。
当該メール等に記載されたリンク先の偽画面に口座番号や暗証番号等を入力すると、不正出金被害につながる恐れがあります。
十分にご注意ください。",3.0,34.0,0.0,0.0,0.0,
14,,1.5658748878223e+18,2022-09-04 15:58:49+00:00,1.56645575230241e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
79
#個人融資",1.0,0.0,0.0,0.0,0.0,
15,,1.19876255525613e+18,2022-09-04 15:57:45+00:00,1.5664554853895e+18,ちいかわ好きなアイドル無数にいるけど、存在が一番ちいかわに近いのはみずほ,3.0,0.0,0.0,0.0,0.0,
16,,1.5658748878223e+18,2022-09-04 15:57:35+00:00,1.56645544356807e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
78
#個人融資",1.0,0.0,0.0,0.0,0.0,
17,,1.3977216486363e+18,2022-09-04 15:55:03+00:00,1.56645480477518e+18,"@AmiLollipop 句読点無いし上、
意味不明の単語を並べて
日本人じゃないのバレバレですね〜🤣みずほさん🤭",2.0,0.0,0.0,0.0,0.0,
18,,1.5658748878223e+18,2022-09-04 15:53:54+00:00,1.56645451391318e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
77
#個人融資",1.0,0.0,0.0,0.0,0.0,
19,,1.5658748878223e+18,2022-09-04 15:52:21+00:00,1.56645412425817e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
76
#個人融資",1.0,0.0,0.0,0.0,0.0,
20,"{'media_keys': ['3_1566027718465949696', '3_1566027718474416129']}",7.78220115732988e+17,2022-09-04 15:51:37+00:00,1.56645393941097e+18,RT @hs715hs: さあしさんとみずほさんとある姫のあわせしてきたよ🌼わたしは姫様👸 https://t.co/jrFgt8487F,2.0,21.0,0.0,0.0,0.0,
21,,1.53596458215372e+18,2022-09-04 15:50:48+00:00,1.56645373727037e+18,"RT @Porco1997: ✅9月前半〆切優遇ありインターン！

🔖川崎重工
➡︎ES ・9/4〆切（通過者テストセンター）

🔖SCSK
➡︎ES &amp; 監視型TG-WEB・9/5〆切

🔖ファーストリテイリング
➡︎ES &amp; SPI・9/9〆切

🔖みずほ銀行
➡︎ES &amp;…",5.0,36.0,0.0,0.0,0.0,
22,,1.5658748878223e+18,2022-09-04 15:49:30+00:00,1.56645340796751e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
75
#個人融資",1.0,0.0,0.0,0.0,0.0,
23,,3161923914.0,2022-09-04 15:47:44+00:00,1.5664529629225e+18,"@yomosan586 共産党、れいわ、社民党はこの中に居ないね。信頼できるのはこれだけ😢社民党みずほさん1人だけだが地方議員が多いから辞められない。おや！1人増えたんだね。
https://t.co/kGbKcxUydd",2.0,0.0,0.0,0.0,0.0,
24,,1.24719371581629e+18,2022-09-04 15:47:43+00:00,1.56645296095534e+18,"RT @NaoLon1207: @Shoji_Kaoru この口調
反省してないですね

梅村みずほ
もそうやった
反省ない",2.0,8.0,0.0,0.0,0.0,
25,,1.35691606879146e+18,2022-09-04 15:45:44+00:00,1.56645246234907e+18,"@rikkaimizuho みずほさん！通知来てなくて
気づくの遅くなっちゃったごめんね🥲💦
フロイドかジェイドどちらかでも
大丈夫だった交換させて欲しい🙌🏻",2.0,0.0,1.0,0.0,0.0,
26,,1.561652180293e+18,2022-09-04 15:44:20+00:00,1.56645210857598e+18,"RT @haru_tachibana8: 「貯金するなら”銀行株”を買いなさい」が話題に。

貯金しても金利は0.001%だが、銀行株なら配当利回り4%だからという理論らしい。だから何だという訳ではないが、以下は銀行株のリーマンショック前後の株価。

三菱UFJ 1950→37…",6.0,170.0,0.0,0.0,0.0,
27,,1.5658748878223e+18,2022-09-04 15:40:56+00:00,1.56645125356744e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
74
#個人融資",1.0,0.0,0.0,0.0,0.0,
28,,1.3735446874122e+18,2022-09-04 15:38:28+00:00,1.56645063077202e+18,"@mizuho_narrator @happymax773 仕方ない、
今回の甘え上手女王は、みずほさんに譲りましょう👑
でも、ともたんさんが本気を出したら…女王の座危うし…😁",2.0,0.0,2.0,3.0,0.0,
29,,1.56489522856098e+18,2022-09-04 15:37:06+00:00,1.56645028732564e+18,"・三井住友
・埼玉りそな
・りそな　
・みずほ　
・ゆうちょ　
・三菱
・セブン
・ローソン
・みんな
・GMOあおぞら
PayPay
イオン
地銀
仮想通貨アカウント
買取希望の連絡お待ちしております
LINEかDMまで！
#口座買取 #口座売買",1.0,0.0,0.0,0.0,0.0,
30,,1.287369932188e+18,2022-09-04 15:36:56+00:00,1.56645024740803e+18,"@mizuho_narrator @itsuka232 不二子ちゃん選手権もみずほさんが優勝しそう☺️

#おめでとう",2.0,0.0,1.0,2.0,0.0,
31,,1619643990.0,2022-09-04 15:35:40+00:00,1.5664499289094e+18,みずほ調剤薬局の薬剤師求人情報と採用されやすい応募方法の手順 ⇒https://t.co/xoRbhjdNfM  #みずほ調剤薬局薬剤師求人#みずほ調剤薬局薬剤師募集#みずほ調剤薬局薬剤師転職#,5.0,0.0,0.0,0.0,0.0,
32,,1.5658748878223e+18,2022-09-04 15:34:12+00:00,1.56644955767612e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
73
#個人融資",1.0,0.0,0.0,0.0,0.0,
33,,1.56571598096971e+18,2022-09-04 15:33:40+00:00,1.56644942303475e+18,"最短即日！ あんしん取引！ 御不要な口座買取致します！  三井　みんな　三菱　みずほ...など！　　  他多数取り扱いあります。詳しくは連絡下さい！ 先払いはもちろんございません！ 先払いは全て詐欺です。信じてはダメです！ #お金に困っています #お金貸してください

まかた",1.0,0.0,0.0,0.0,0.0,
34,,2671368416.0,2022-09-04 15:31:36+00:00,1.56644890252163e+18,"RT @tekina_osamu: 思い出に残る維新の犯罪。
【第10位】殺人未遂
　2021年4月、参院議員の梅村みずほの公設第1秘書で、維新府議の横倉廉幸の娘婿成松圭太が殺人未遂で逮捕される。酒の席で口論になった男性を車でひき、ボンネットにのせたまま走り、男性が落下すると、…",2.0,3615.0,0.0,0.0,0.0,
35,,1.31721238983876e+18,2022-09-04 15:31:20+00:00,1.56644883495961e+18,"【Kindle月替わりセール】
システム障害はなぜ二度起きたか　みずほ、12年の教訓（日経BP Next ICT選書）
￥990（172ポイント還元）
#ビジネス #Kindle #キャンペーン
https://t.co/1IDgDOT8k2",3.0,0.0,0.0,0.0,0.0,
36,,1.287369932188e+18,2022-09-04 15:31:11+00:00,1.56644879690874e+18,"@mizuho_narrator @itsuka232 間違いなく、みずほさんが一番甘え上手だよね💕

#甘え上手女王決定
#皆忘れないでこれは夢のお話よ",2.0,0.0,1.0,3.0,0.0,
37,,1.5658748878223e+18,2022-09-04 15:31:07+00:00,1.56644878066031e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
72
#個人融資",1.0,0.0,0.0,0.0,0.0,
38,"{'media_keys': ['3_1566448615249260546', '3_1566448624095019008', '3_1566448632764645376', '3_1566448638384934913']}",1.4943903037672e+18,2022-09-04 15:30:33+00:00,1.56644864080964e+18,"@wpp6mEIbqo2kMRV @mizuho_ishin その署名拡散者は当時女子高生に対しこのような投稿をしている。
青少年健全育成についてどのようにお考えかであるのか、いつもありがとうございますと挨拶している梅村みずほ議員 @mizuho_ishin @osaka_ishin に聴いてみたいものだ。 https://t.co/gUAOSbvP8I",2.0,0.0,0.0,0.0,0.0,
39,,1.4459224971913e+18,2022-09-04 15:30:13+00:00,1.56644855403788e+18,"@BESTY_118_901 みずほ🙌みずほ🙌
出会えて嬉しかったよー🥰燃え尽き症候群気をつけますっ🫡w",2.0,0.0,0.0,0.0,0.0,
40,,1.3735446874122e+18,2022-09-04 15:26:53+00:00,1.56644771747556e+18,"@mizuho_narrator @happymax773 いやいや、いくらみずほさんでも譲らないよ〜‼️
みずほさんに甘えられても、甘えられても…

#みずほさんに甘えられたらグラグラしそう",2.0,0.0,1.0,2.0,0.0,
41,,1.48736444355013e+18,2022-09-04 15:25:03+00:00,1.56644725692839e+18,"明日の、検診の準備しとかねば💦
整体もいかねばならんし、みずほ銀行と三井住友銀行のカード再発行の手続きもいかんといけないし、バタバタな1日になりそうだな💦",3.0,0.0,0.0,2.0,0.0,
42,,134261358.0,2022-09-04 15:25:02+00:00,1.56644725286412e+18,"【東京武蔵野ユナイテッドFC】
奈良クラブ 戦のオフザピッチ レポート 「みずほ BLUE MATCH/みずほフィナンシャルグループ親子サッカー教室」、「北区親子サッカーひ..
https://t.co/TrM3Ig9ogV
#japanfb #東京武蔵野ユナイテッドFC",3.0,0.0,0.0,0.0,0.0,
43,"{'media_keys': ['3_1566447079282847749', '3_1566447079299645440', '3_1566447079303823361']}",1.55737268440879e+18,2022-09-04 15:24:23+00:00,1.56644708663966e+18,"⭐︎買取 交換⭐︎
五等分の花嫁 きゃらっとくじ 一番くじ
マジカルクインテット タペストリー

『譲』¥2000 or 二乃色紙

『求』ラスト賞 or 二乃 or 五月

都内&amp;千葉県内手渡し可能です🙆‍♀️
ゆうちょ/三井住友/みずほ
どうしても諦められずよろしくお願い致します😿 https://t.co/aCPTJ0fqHz",0.0,0.0,0.0,0.0,0.0,
44,,1.22208099909113e+18,2022-09-04 15:22:38+00:00,1.56644664747889e+18,"ハンジゾエがこの世に生まれたのスゴ
お父さんお母さん、謝礼振り込ませてください
みずほ銀行でいいですか？",3.0,0.0,0.0,28.0,0.0,
45,,1.56571598096971e+18,2022-09-04 15:22:07+00:00,1.56644651725872e+18,"最短即日！ あんしん取引！ 御不要な口座買取致します！  三井　みんな　三菱　みずほ...など！　　  他多数取り扱いあります。詳しくは連絡下さい！ 先払いはもちろんございません！ 先払いは全て詐欺です。信じてはダメです！ #お金に困っています #お金貸してください

有名",1.0,0.0,0.0,0.0,0.0,
46,{'media_keys': ['3_1566298317641764864']},1.56529604792435e+18,2022-09-04 15:21:26+00:00,1.56644634631983e+18,RT @marurei26O: みずほ節は常人では理解出来ない（笑） https://t.co/DfAAR9e2U3,3.0,48.0,0.0,0.0,0.0,
47,"{'media_keys': ['3_1566446256527798272', '3_1566446268779376640', '3_1566446283107082240', '3_1566446302556131328']}",1.4943903037672e+18,2022-09-04 15:21:19+00:00,1.56644631641866e+18,"@wpp6mEIbqo2kMRV この署名活動はこちらの方が発起人であるそうだ。
梅村みずほ議員@mizuho_ishinの名前も使われている。

一定期間ネットリンチより守るとの意義で加害者A子はいじめをしていないと触れ回っていた。 https://t.co/WCxPuQGkj9",2.0,0.0,1.0,0.0,0.0,
48,"{'media_keys': ['3_1566446122867904512', '3_1566446122893119488']}",7.74826319871816e+17,2022-09-04 15:20:34+00:00,1.56644612781723e+18,あおぞら銀行とか名義ないんだけど…みずほと文面が同じだし…国税庁を語るメールも相変わらず来る😅 https://t.co/DMkxjhodfV,3.0,0.0,0.0,1.0,0.0,
49,,1.2369130715048e+18,2022-09-04 15:16:28+00:00,1.56644509606914e+18,"「エコキュートの事ならみずほ住設」
千葉県千葉市美浜区浜田｜マンション｜コロンブスシティ｜エコキュート交換工事｜「ナショナルエコキュートHE-30C3QEからダイキンエコキュートEQ37WFVE」

エコキュート、電気温水器の事ならどんな事でも『みずほ住設』にお任せ下さい！ https://t.co/xGYiHWAeG8",-1.0,0.0,1.0,0.0,0.0,
50,,9.49880138933486e+17,2022-09-04 15:15:54+00:00,1.56644495161269e+18,Dystopia～性～ 石森みずほ https://t.co/lADVzAt1SH,2.0,0.0,0.0,0.0,0.0,
51,,4915474904.0,2022-09-04 15:14:56+00:00,1.56644471099846e+18,"みずほヴェロフェスタってのも良いなぁ～
美味そうだな～",-1.0,0.0,0.0,0.0,0.0,
52,,1.2819067668721e+18,2022-09-04 15:12:53+00:00,1.56644419145389e+18,みんなで見よう！みずほ@💤🎟 -ただいま！コア解禁😎３０分まで🍀 https://t.co/8RyuIBlzfZ #ポコチャ,2.0,0.0,0.0,0.0,0.0,
53,{'media_keys': ['3_1566084855670394880']},1.42757964148566e+18,2022-09-04 15:12:25+00:00,1.56644407433667e+18,"RT @kisyokunai: みずほ銀行

総合職1年目の月収 https://t.co/OCjyAS7K4N",3.0,73.0,0.0,0.0,0.0,
54,,1.52803314087877e+18,2022-09-04 15:12:20+00:00,1.56644405577269e+18,"#島内ライブ
ミドリー（だ〜前よりボロボロだ〜もう少しいけた気がする〜)自分（ミドリーもよく２スト取ったよやるやん)ミドリー（負けたくないんでなんなら勝ちたかった今月はイベント俺らは最後やろみずほは今月末の倒すべきもの倒せよ)自分（たまにはいいこと言うやん)",2.0,0.0,0.0,0.0,0.0,
55,,624214070.0,2022-09-04 15:12:01+00:00,1.56644397724232e+18,"2022/09/04 日テレ Going！　Sports＆News
首位攻防戦・おばけフォーク千賀vs西武打線
パリーグ・西武4－1ソフトバンク（PayPayドーム）。ビックカメラ、みずほ銀行、DAISO、イオン、関家具、マルハン、ベルシステム24、..
https://t.co/WdmJVZjmnO
5681",3.0,0.0,0.0,0.0,0.0,
56,{'media_keys': ['3_1565565192549076992']},7.04919638619136e+17,2022-09-04 15:10:00+00:00,1.5664434671355e+18,"【【電子版】#花とゆめ 19号】

★草凪みずほ「暁のヨナ」２号連続つながる表紙。
★福山リョウコ「恋に無駄口」巻頭カラーで #カバー争奪総選挙結果発表！
★累計18万部突破！カラーつき・師走ゆき「多聞くん今どっち!?」
#白泉社

本日より配信開始!!→https://t.co/I9ITmm6UaD https://t.co/XC3Jy5AmiM",2.0,0.0,0.0,11.0,0.0,
57,,1.2369130715048e+18,2022-09-04 15:09:27+00:00,1.56644333057299e+18,"埼玉県草加市原町にてエコキュート交換工事をさせて頂きました。

ダイキン
エコキュート　　 TU37GFCV
から

三菱
エコキュート          SRT-S465
に交換させて頂きました。

草加市のエコキュート交換工事はみずほ住設にお任せ下さい！

#みずほ住設 #注文住宅 #建売住宅  https://t.co/9cpbVfxVcw",-1.0,0.0,1.0,0.0,0.0,
58,,1.49925822627296e+18,2022-09-04 15:09:09+00:00,1.56644325438766e+18,"RT @FLARE__FX: ❄️FXで覚えておきたいこと⑤選　その４

「通貨ペアを絞る」

・分析対象を絞る
・処理能力が速くなくても分析精度をあげられる
・複数通貨ペア見ているとエントリーしたくなる

一点集中は昔みずほ株だけで利益出してるトレーダーから教わりました
通貨…",6.0,3.0,0.0,0.0,0.0,
59,,2175384480.0,2022-09-04 15:07:25+00:00,1.56644281674977e+18,"そのすぐ側では、二宮瑞穂（にのみやみずほ）がバッティング練習をしていた。
 精神統一しているのが一ノ瀬なので、うかつに起こせない。
 仕方なくバッティング練習をする。一ノ瀬の投球の調子を確認しようとしていたが。",2.0,0.0,0.0,0.0,0.0,
60,"{'media_keys': ['3_1566442472452288512', '3_1566442472452280320']}",1.16747276328557e+18,2022-09-04 15:06:13+00:00,1.56644251391296e+18,"新幹線の座席の生地で作ったクッションを買っちゃいましたw
思ったよりコンパクトサイズだったけど腰のところに置くのにちょうどいいサイズやった(´-ω-)ｳﾑｳﾑ
 #九州新幹線  #さくら  #みずほ  #N700系 https://t.co/mCXQJzmYKM",-1.0,0.0,0.0,0.0,0.0,
61,,1.52181358739601e+18,2022-09-04 15:05:06+00:00,1.56644223466023e+18,"みずほー

水ゼリー飲めよー😁",2.0,0.0,0.0,1.0,0.0,
62,,1.56534096723406e+18,2022-09-04 15:03:44+00:00,1.56644189123919e+18,"@0214foreveronly やっと詳細きました！みずほさま！！！
ひいいいいかっこいい",2.0,0.0,1.0,0.0,0.0,
63,,7.01218069918581e+17,2022-09-04 15:01:47+00:00,1.56644140010296e+18,てっぺんみずほし,2.0,0.0,0.0,0.0,0.0,
64,,4662065323.0,2022-09-04 15:01:29+00:00,1.56644132597673e+18,ゴドフスキー／ショパンの練習曲による53の練習曲第34番「マズルカ」(Op.25-5に基づく)(仲田みずほ)／ゴドフスキー編曲のショパンエチュードの中でも、ゴドフスキーがやりたい放題やって独自の曲のような魅力を出している曲。／https://t.co/6pv2KoO3t7,-1.0,0.0,0.0,0.0,0.0,
65,,189864704.0,2022-09-04 15:01:06+00:00,1.56644122881978e+18,@teluria4649 昔メインバンクがみずほだったんだけど、就職先がUFJ指定だったから完全にみずほが浮いたのです...たぶん浮いてる口座がなければ何もしない　これのために口座開くのはめんどすぎる(；´Д｀),3.0,0.0,0.0,0.0,0.0,
67,,1.46279212993198e+18,2022-09-04 14:58:28+00:00,1.56644056487445e+18,RT @joker1007: コンウェイの法則はかなり信頼度の高い法則で、組織態勢が腐ってたら、どんなに優秀な人を局所的に雇っても無駄で、組織構造を反映した使いにくいクソなシステムになる。例えば、みずほがシステム開発にいくら金をかけた所で、業務全体の構造が狂ってたらそもそもどう…,3.0,26.0,0.0,0.0,0.0,
68,,106598855.0,2022-09-04 14:55:31+00:00,1.56643982348088e+18,"みずほは【HO ブリキの兵隊】

Toy! Toy! Toy! Show time! HO診断 #トイショHO診断
 #CoC #kuizy
@tanutanudouより https://t.co/vkYT2VGwhY",2.0,0.0,0.0,1.0,0.0,
69,{'media_keys': ['3_1566439609734955009']},7.03241168000123e+17,2022-09-04 14:54:41+00:00,1.56643961530919e+18,この重ね着みずほさんの性癖出てる  ちょっとジャンヌみある https://t.co/TswTiarx2N,2.0,0.0,0.0,0.0,0.0,
70,,2384553025.0,2022-09-04 14:53:41+00:00,1.5664393622287e+18,RT @nedi4899diedfhm: 女性に「水を…」とついて回り　みずほ銀行行員の男わいせつか  https://t.co/GXLfsj4qnN,3.0,1.0,0.0,0.0,0.0,
71,,1.5658748878223e+18,2022-09-04 16:08:48+00:00,1.56645826601593e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
88
#個人融資",1.0,0.0,0.0,0.0,0.0,
72,,1.5658748878223e+18,2022-09-04 16:09:45+00:00,1.56645850289762e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
89
#個人融資",1.0,0.0,0.0,0.0,0.0,
73,,1.5658748878223e+18,2022-09-04 16:10:48+00:00,1.56645876699616e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
90
#個人融資",1.0,0.0,0.0,0.0,0.0,
74,,1.25547594537443e+18,2022-09-04 16:23:57+00:00,1.56646207876368e+18,@kuroshio_46 みずほ友達よ！おもしろくはないと思うけど楽しいって言われるの嬉しい～ありがとん,2.0,0.0,0.0,0.0,0.0,
75,,3305247704.0,2022-09-04 16:23:49+00:00,1.56646204395135e+18,"RT @mizuho_inaduki: 神使見習いの狐巫女、稲月みずほです🌾

🌙YouTube https://t.co/j4IZEWKiZF
🌙ﾏｼｭﾏﾛ  https://t.co/AwwmmrdMOA
🌙干し芋　https://t.co/sMBfAaQ889

配信タグ…",2.0,62.0,0.0,0.0,0.0,
76,,2858650164.0,2022-09-04 16:20:55+00:00,1.56646131508581e+18,@mizuho_ExWHYZ みずほが三点倒立したとことか…🫣,2.0,0.0,0.0,0.0,0.0,
77,,1.5658748878223e+18,2022-09-04 16:20:49+00:00,1.56646129065437e+18,"困ってませんか⁉️

騙される前に🙇‍♂️

口座買取3年の実績🌸

犯罪には絶対使いません🈲

開設アプリから可能です‼️
急げば明日満額着金‼️‼️

⬇️即日対応
三井新品5(中古相談)
りそな3
⬆️満額

対応銀行増加中⤴️
ゆうちょ
三菱
みずほ
セブン
他の銀行も⭕️⭕️

まずはDM📩
104
#個人融資",1.0,0.0,0.0,0.0,0.0,
78,,7.59672244800938e+17,2022-09-04 16:19:28+00:00,1.56646094841173e+18,"RT @oku_mnc: 【6月コラボ集】※敬称略

『ミライチズ／夜のひと笑い』
with 竹歳みずほ
https://t.co/FFacEas0nE

『小悪魔だってかまわない！／めいちゃん』
with YUKIKO
https://t.co/Gw5ejzmcig

『ヒッ…",2.0,2.0,0.0,0.0,0.0,
